UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
196185,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
196185,44,"R",13,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0
196194, 0,"R",371,"R",79,"R",98,"R",168,"R",18,"R",8,"R",0
196194,10,"R",371,"R",79,"R",98,"R",168,"R",18,"R",8,"R",0
196194,20,"R",169,"R",78,"R",81,"R",10,"R",0,"R",0,"R",0
196194,30,"R",113,"R",1,"R",17,"R",92,"R",3,"R",0,"R",0
196194,40,"R",89,"R",0,"R",0,"R",66,"R",15,"R",8,"R",0
196194,41,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
196194,42,"R",48,"R",0,"R",0,"R",37,"R",3,"R",8,"R",0
196194,43,"R",40,"R",0,"R",0,"R",28,"R",12,"R",0,"R",0
196194,44,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
196200, 0,"R",243,"R",66,"R",77,"R",69,"R",20,"R",11,"R",0
196200,10,"R",243,"R",66,"R",77,"R",69,"R",20,"R",11,"R",0
196200,20,"R",148,"R",66,"R",75,"R",2,"R",5,"R",0,"R",0
196200,30,"R",61,"R",0,"R",2,"R",53,"R",6,"R",0,"R",0
196200,40,"R",34,"R",0,"R",0,"R",14,"R",9,"R",11,"R",0
196200,41,"R",8,"R",0,"R",0,"R",0,"R",1,"R",7,"R",0
196200,42,"R",26,"R",0,"R",0,"R",14,"R",8,"R",4,"R",0
196200,44,"R",8,"R",0,"R",0,"R",0,"R",1,"R",7,"R",0
196219, 0,"R",185,"R",31,"R",68,"R",82,"R",0,"R",4,"R",0
196219,10,"R",185,"R",31,"R",68,"R",82,"R",0,"R",4,"R",0
196219,20,"R",90,"R",31,"R",59,"R",0,"R",0,"R",0,"R",0
196219,30,"R",53,"R",0,"R",6,"R",47,"R",0,"R",0,"R",0
196219,40,"R",42,"R",0,"R",3,"R",35,"R",0,"R",4,"R",0
196219,41,"R",13,"R",0,"R",3,"R",8,"R",0,"R",2,"R",0
196219,42,"R",29,"R",0,"R",0,"R",27,"R",0,"R",2,"R",0
196219,44,"R",13,"R",0,"R",3,"R",8,"R",0,"R",2,"R",0
196228, 0,"R",71,"R",15,"R",19,"R",36,"R",1,"R",0,"R",0
196228,10,"R",71,"R",15,"R",19,"R",36,"R",1,"R",0,"R",0
196228,20,"R",18,"R",14,"R",4,"R",0,"R",0,"R",0,"R",0
196228,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
196228,40,"R",52,"R",1,"R",15,"R",35,"R",1,"R",0,"R",0
196228,41,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
196228,42,"R",51,"R",1,"R",15,"R",34,"R",1,"R",0,"R",0
196228,44,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
196237, 0,"R",174,"R",24,"R",68,"R",64,"R",3,"R",15,"R",0
196237,10,"R",174,"R",24,"R",68,"R",64,"R",3,"R",15,"R",0
196237,20,"R",91,"R",24,"R",66,"R",0,"R",1,"R",0,"R",0
196237,30,"R",53,"R",0,"R",0,"R",53,"R",0,"R",0,"R",0
196237,40,"R",30,"R",0,"R",2,"R",11,"R",2,"R",15,"R",0
196237,41,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
196237,42,"R",28,"R",0,"R",2,"R",11,"R",1,"R",14,"R",0
196237,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
196237,44,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
196246, 0,"R",254,"R",60,"R",85,"R",62,"R",0,"R",47,"R",0
196246,10,"R",254,"R",60,"R",85,"R",62,"R",0,"R",47,"R",0
196246,20,"R",141,"R",60,"R",77,"R",4,"R",0,"R",0,"R",0
196246,30,"R",66,"R",0,"R",8,"R",58,"R",0,"R",0,"R",0
196246,40,"R",47,"R",0,"R",0,"R",0,"R",0,"R",47,"R",0
196246,41,"R",7,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0
196246,42,"R",40,"R",0,"R",0,"R",0,"R",0,"R",40,"R",0
196246,44,"R",7,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0
196255, 0,"R",492,"R",133,"R",101,"R",244,"R",12,"R",2,"R",0
196255,10,"R",492,"R",133,"R",101,"R",244,"R",12,"R",2,"R",0
196255,20,"R",156,"R",102,"R",52,"R",2,"R",0,"R",0,"R",0
196255,30,"R",119,"R",15,"R",9,"R",95,"R",0,"R",0,"R",0
196255,40,"R",217,"R",16,"R",40,"R",147,"R",12,"R",2,"R",0
196255,41,"R",28,"R",1,"R",5,"R",18,"R",4,"R",0,"R",0
196255,42,"R",189,"R",15,"R",35,"R",129,"R",8,"R",2,"R",0
196255,44,"R",28,"R",1,"R",5,"R",18,"R",4,"R",0,"R",0
196264, 0,"R",165,"R",36,"R",91,"R",30,"R",1,"R",7,"R",0
196264,10,"R",165,"R",36,"R",91,"R",30,"R",1,"R",7,"R",0
196264,20,"R",131,"R",35,"R",85,"R",11,"R",0,"R",0,"R",0
196264,30,"R",20,"R",0,"R",5,"R",14,"R",1,"R",0,"R",0
196264,40,"R",14,"R",1,"R",1,"R",5,"R",0,"R",7,"R",0
196264,41,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
196264,42,"R",13,"R",1,"R",1,"R",5,"R",0,"R",6,"R",0
196264,44,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0
196291, 0,"R",92,"R",24,"R",18,"R",18,"R",1,"R",31,"R",0
196291,10,"R",92,"R",24,"R",18,"R",18,"R",1,"R",31,"R",0
196291,20,"R",42,"R",23,"R",16,"R",3,"R",0,"R",0,"R",0
196291,30,"R",16,"R",0,"R",1,"R",15,"R",0,"R",0,"R",0
196291,40,"R",34,"R",1,"R",1,"R",0,"R",1,"R",31,"R",0
196291,41,"R",28,"R",0,"R",1,"R",0,"R",0,"R",27,"R",0
196291,42,"R",6,"R",1,"R",0,"R",0,"R",1,"R",4,"R",0
196291,44,"R",28,"R",0,"R",1,"R",0,"R",0,"R",27,"R",0
196307, 0,"R",562,"R",119,"R",138,"R",287,"R",18,"R",0,"R",0
196307,10,"R",562,"R",119,"R",138,"R",287,"R",18,"R",0,"R",0
196307,20,"R",151,"R",88,"R",61,"R",2,"R",0,"R",0,"R",0
196307,30,"R",49,"R",2,"R",7,"R",40,"R",0,"R",0,"R",0
196307,40,"R",362,"R",29,"R",70,"R",245,"R",18,"R",0,"R",0
196307,41,"R",259,"R",25,"R",57,"R",166,"R",11,"R",0,"R",0
196307,42,"R",103,"R",4,"R",13,"R",79,"R",7,"R",0,"R",0
196307,44,"R",259,"R",25,"R",57,"R",166,"R",11,"R",0,"R",0
196389, 0,"R",60,"R",0,"R",0,"R",0,"R",60,"R",0,"R",0
196389,10,"R",60,"R",0,"R",0,"R",0,"R",60,"R",0,"R",0
196389,40,"R",60,"R",0,"R",0,"R",0,"R",60,"R",0,"R",0
196389,41,"R",60,"R",0,"R",0,"R",0,"R",60,"R",0,"R",0
196389,44,"R",60,"R",0,"R",0,"R",0,"R",60,"R",0,"R",0
196413, 0,"R",1139,"R",428,"R",340,"R",353,"R",10,"R",7,"R",1
196413,10,"R",1138,"R",428,"R",340,"R",353,"R",10,"R",7,"R",0
196413,20,"R",660,"R",347,"R",306,"R",7,"R",0,"R",0,"R",0
196413,30,"R",224,"R",1,"R",2,"R",221,"R",0,"R",0,"R",0
196413,40,"R",254,"R",80,"R",32,"R",125,"R",10,"R",7,"R",0
196413,41,"R",254,"R",80,"R",32,"R",125,"R",10,"R",7,"R",0
196413,44,"R",254,"R",80,"R",32,"R",125,"R",10,"R",7,"R",0
196413,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
196431, 0,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
196431,10,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
196431,40,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
196431,42,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
196468, 0,"R",226,"R",90,"R",57,"R",17,"R",4,"R",48,"R",10
196468,10,"R",226,"R",90,"R",57,"R",17,"R",4,"R",48,"R",10
196468,20,"R",125,"R",80,"R",45,"R",0,"R",0,"R",0,"R",0
196468,30,"R",21,"R",0,"R",4,"R",17,"R",0,"R",0,"R",0
196468,40,"R",80,"R",10,"R",8,"R",0,"R",4,"R",48,"R",10
196468,41,"R",46,"R",10,"R",8,"R",0,"R",2,"R",26,"R",0
196468,42,"R",34,"R",0,"R",0,"R",0,"R",2,"R",22,"R",10
196468,44,"R",46,"R",10,"R",8,"R",0,"R",2,"R",26,"R",0
196565, 0,"R",55,"R",40,"R",6,"R",7,"R",2,"R",0,"R",0
196565,10,"R",55,"R",40,"R",6,"R",7,"R",2,"R",0,"R",0
196565,20,"R",44,"R",40,"R",4,"R",0,"R",0,"R",0,"R",0
196565,30,"R",11,"R",0,"R",2,"R",7,"R",2,"R",0,"R",0
196592, 0,"R",489,"R",57,"R",129,"R",192,"R",97,"R",10,"R",4
196592,10,"R",489,"R",57,"R",129,"R",192,"R",97,"R",10,"R",4
196592,20,"R",29,"R",22,"R",6,"R",0,"R",1,"R",0,"R",0
196592,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
196592,40,"R",459,"R",35,"R",123,"R",191,"R",96,"R",10,"R",4
196592,41,"R",93,"R",14,"R",35,"R",34,"R",10,"R",0,"R",0
196592,42,"R",366,"R",21,"R",88,"R",157,"R",86,"R",10,"R",4
196592,44,"R",81,"R",13,"R",33,"R",33,"R",2,"R",0,"R",0
196592,45,"R",12,"R",1,"R",2,"R",1,"R",8,"R",0,"R",0
196653, 0,"R",36,"R",11,"R",4,"R",13,"R",7,"R",1,"R",0
196653,10,"R",36,"R",11,"R",4,"R",13,"R",7,"R",1,"R",0
196653,40,"R",36,"R",11,"R",4,"R",13,"R",7,"R",1,"R",0
196653,41,"R",26,"R",11,"R",4,"R",10,"R",1,"R",0,"R",0
196653,42,"R",10,"R",0,"R",0,"R",3,"R",6,"R",1,"R",0
196653,44,"R",12,"R",1,"R",2,"R",8,"R",1,"R",0,"R",0
196653,45,"R",14,"R",10,"R",2,"R",2,"R",0,"R",0,"R",0
196699, 0,"R",61,"R",19,"R",16,"R",22,"R",4,"R",0,"R",0
196699,10,"R",61,"R",19,"R",16,"R",22,"R",4,"R",0,"R",0
196699,20,"R",45,"R",19,"R",16,"R",10,"R",0,"R",0,"R",0
196699,30,"R",11,"R",0,"R",0,"R",8,"R",3,"R",0,"R",0
196699,40,"R",5,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0
196699,42,"R",5,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0
196866, 0,"R",213,"R",81,"R",57,"R",32,"R",23,"R",20,"R",0
196866,10,"R",213,"R",81,"R",57,"R",32,"R",23,"R",20,"R",0
196866,20,"R",138,"R",81,"R",57,"R",0,"R",0,"R",0,"R",0
196866,30,"R",32,"R",0,"R",0,"R",32,"R",0,"R",0,"R",0
196866,40,"R",43,"R",0,"R",0,"R",0,"R",23,"R",20,"R",0
196866,41,"R",40,"R",0,"R",0,"R",0,"R",20,"R",20,"R",0
196866,42,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
196866,44,"R",40,"R",0,"R",0,"R",0,"R",20,"R",20,"R",0
196884, 0,"R",19,"R",8,"R",9,"R",2,"R",0,"R",0,"R",0
196884,10,"R",19,"R",8,"R",9,"R",2,"R",0,"R",0,"R",0
196884,20,"R",15,"R",8,"R",7,"R",0,"R",0,"R",0,"R",0
196884,30,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
196884,40,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0
196884,41,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0
196884,44,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0
197018, 0,"R",102,"R",16,"R",6,"R",14,"R",15,"R",14,"R",37
197018,10,"R",65,"R",16,"R",6,"R",14,"R",15,"R",14,"R",0
197018,40,"R",65,"R",16,"R",6,"R",14,"R",15,"R",14,"R",0
197018,43,"R",65,"R",16,"R",6,"R",14,"R",15,"R",14,"R",0
197018,50,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
197027, 0,"R",107,"R",26,"R",26,"R",20,"R",30,"R",0,"R",5
197027,10,"R",102,"R",26,"R",26,"R",20,"R",30,"R",0,"R",0
197027,20,"R",54,"R",26,"R",23,"R",5,"R",0,"R",0,"R",0
197027,30,"R",18,"R",0,"R",3,"R",15,"R",0,"R",0,"R",0
197027,40,"R",30,"R",0,"R",0,"R",0,"R",30,"R",0,"R",0
197027,42,"R",30,"R",0,"R",0,"R",0,"R",30,"R",0,"R",0
197027,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
197036, 0,"R",261,"R",45,"R",47,"R",97,"R",42,"R",16,"R",14
197036,10,"R",261,"R",45,"R",47,"R",97,"R",42,"R",16,"R",14
197036,20,"R",84,"R",43,"R",39,"R",2,"R",0,"R",0,"R",0
197036,30,"R",20,"R",1,"R",0,"R",19,"R",0,"R",0,"R",0
197036,40,"R",157,"R",1,"R",8,"R",76,"R",42,"R",16,"R",14
197036,41,"R",157,"R",1,"R",8,"R",76,"R",42,"R",16,"R",14
197036,44,"R",157,"R",1,"R",8,"R",76,"R",42,"R",16,"R",14
197045, 0,"R",159,"R",32,"R",48,"R",44,"R",0,"R",0,"R",35
197045,10,"R",159,"R",32,"R",48,"R",44,"R",0,"R",0,"R",35
197045,20,"R",75,"R",32,"R",41,"R",2,"R",0,"R",0,"R",0
197045,30,"R",49,"R",0,"R",7,"R",42,"R",0,"R",0,"R",0
197045,40,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
197045,41,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
197045,42,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
197045,44,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
197133, 0,"R",287,"R",94,"R",77,"R",50,"R",0,"R",12,"R",54
197133,10,"R",287,"R",94,"R",77,"R",50,"R",0,"R",12,"R",54
197133,20,"R",176,"R",94,"R",77,"R",0,"R",0,"R",0,"R",5
197133,30,"R",50,"R",0,"R",0,"R",50,"R",0,"R",0,"R",0
197133,40,"R",61,"R",0,"R",0,"R",0,"R",0,"R",12,"R",49
197133,41,"R",35,"R",0,"R",0,"R",0,"R",0,"R",12,"R",23
197133,42,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
197133,44,"R",35,"R",0,"R",0,"R",0,"R",0,"R",12,"R",23
197142, 0,"R",30,"R",7,"R",7,"R",8,"R",8,"R",0,"R",0
197142,10,"R",30,"R",7,"R",7,"R",8,"R",8,"R",0,"R",0
197142,40,"R",30,"R",7,"R",7,"R",8,"R",8,"R",0,"R",0
197142,42,"R",30,"R",7,"R",7,"R",8,"R",8,"R",0,"R",0
197151, 0,"R",444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",444
197151,10,"R",444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",444
197151,40,"R",444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",444
197151,43,"R",444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",444
197197, 0,"R",113,"R",33,"R",36,"R",21,"R",1,"R",0,"R",22
197197,10,"R",107,"R",33,"R",36,"R",21,"R",1,"R",0,"R",16
197197,20,"R",62,"R",33,"R",25,"R",4,"R",0,"R",0,"R",0
197197,30,"R",23,"R",0,"R",6,"R",17,"R",0,"R",0,"R",0
197197,40,"R",22,"R",0,"R",5,"R",0,"R",1,"R",0,"R",16
197197,41,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
197197,42,"R",13,"R",0,"R",5,"R",0,"R",1,"R",0,"R",7
197197,45,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
197197,50,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
197221, 0,"R",9,"R",5,"R",1,"R",3,"R",0,"R",0,"R",0
197221,10,"R",9,"R",5,"R",1,"R",3,"R",0,"R",0,"R",0
197221,40,"R",9,"R",5,"R",1,"R",3,"R",0,"R",0,"R",0
197221,41,"R",9,"R",5,"R",1,"R",3,"R",0,"R",0,"R",0
197221,44,"R",9,"R",5,"R",1,"R",3,"R",0,"R",0,"R",0
197230, 0,"R",38,"R",13,"R",7,"R",15,"R",2,"R",1,"R",0
197230,10,"R",38,"R",13,"R",7,"R",15,"R",2,"R",1,"R",0
197230,20,"R",20,"R",13,"R",7,"R",0,"R",0,"R",0,"R",0
197230,30,"R",11,"R",0,"R",0,"R",11,"R",0,"R",0,"R",0
197230,40,"R",7,"R",0,"R",0,"R",4,"R",2,"R",1,"R",0
197230,41,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
197230,42,"R",5,"R",0,"R",0,"R",2,"R",2,"R",1,"R",0
197230,44,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
197285, 0,"R",22,"R",3,"R",4,"R",11,"R",4,"R",0,"R",0
197285,10,"R",22,"R",3,"R",4,"R",11,"R",4,"R",0,"R",0
197285,40,"R",22,"R",3,"R",4,"R",11,"R",4,"R",0,"R",0
197285,41,"R",22,"R",3,"R",4,"R",11,"R",4,"R",0,"R",0
197285,45,"R",22,"R",3,"R",4,"R",11,"R",4,"R",0,"R",0
197294, 0,"R",167,"R",47,"R",30,"R",52,"R",38,"R",0,"R",0
197294,10,"R",167,"R",47,"R",30,"R",52,"R",38,"R",0,"R",0
197294,20,"R",124,"R",47,"R",30,"R",47,"R",0,"R",0,"R",0
197294,30,"R",42,"R",0,"R",0,"R",5,"R",37,"R",0,"R",0
197294,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
197294,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
197647, 0,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
197647,10,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
197647,40,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
197647,42,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
197674, 0,"R",17,"R",4,"R",0,"R",0,"R",13,"R",0,"R",0
197674,10,"R",17,"R",4,"R",0,"R",0,"R",13,"R",0,"R",0
197674,20,"R",11,"R",4,"R",0,"R",0,"R",7,"R",0,"R",0
197674,30,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
197674,40,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
197674,42,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
197708, 0,"R",344,"R",95,"R",68,"R",48,"R",133,"R",0,"R",0
197708,10,"R",344,"R",95,"R",68,"R",48,"R",133,"R",0,"R",0
197708,20,"R",146,"R",89,"R",54,"R",3,"R",0,"R",0,"R",0
197708,30,"R",26,"R",0,"R",4,"R",22,"R",0,"R",0,"R",0
197708,40,"R",172,"R",6,"R",10,"R",23,"R",133,"R",0,"R",0
197708,42,"R",172,"R",6,"R",10,"R",23,"R",133,"R",0,"R",0
197735, 0,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
197735,10,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
197735,40,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
197735,42,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
197814, 0,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
197814,10,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
197814,40,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
197814,42,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
197850, 0,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73
197850,10,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60
197850,40,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60
197850,42,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60
197850,50,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
197869, 0,"R",1014,"R",330,"R",215,"R",229,"R",12,"R",202,"R",26
197869,10,"R",1014,"R",330,"R",215,"R",229,"R",12,"R",202,"R",26
197869,20,"R",535,"R",328,"R",207,"R",0,"R",0,"R",0,"R",0
197869,30,"R",211,"R",0,"R",7,"R",204,"R",0,"R",0,"R",0
197869,40,"R",268,"R",2,"R",1,"R",25,"R",12,"R",202,"R",26
197869,41,"R",91,"R",1,"R",0,"R",8,"R",3,"R",72,"R",7
197869,42,"R",169,"R",1,"R",1,"R",17,"R",9,"R",126,"R",15
197869,43,"R",8,"R",0,"R",0,"R",0,"R",0,"R",4,"R",4
197869,44,"R",91,"R",1,"R",0,"R",8,"R",3,"R",72,"R",7
197887, 0,"R",162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",162
197887,10,"R",162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",162
197887,40,"R",162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",162
197887,42,"R",162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",162
197911, 0,"R",69,"R",15,"R",16,"R",35,"R",1,"R",0,"R",2
197911,10,"R",67,"R",15,"R",16,"R",35,"R",1,"R",0,"R",0
197911,20,"R",29,"R",15,"R",13,"R",1,"R",0,"R",0,"R",0
197911,30,"R",26,"R",0,"R",2,"R",24,"R",0,"R",0,"R",0
197911,40,"R",12,"R",0,"R",1,"R",10,"R",1,"R",0,"R",0
197911,41,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
197911,42,"R",11,"R",0,"R",0,"R",10,"R",1,"R",0,"R",0
197911,44,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0
197911,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
197966, 0,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
197966,10,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42
197966,40,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42
197966,42,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42
197966,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
197984, 0,"R",76,"R",7,"R",32,"R",23,"R",2,"R",12,"R",0
197984,10,"R",76,"R",7,"R",32,"R",23,"R",2,"R",12,"R",0
197984,20,"R",28,"R",7,"R",20,"R",1,"R",0,"R",0,"R",0
197984,30,"R",20,"R",0,"R",8,"R",12,"R",0,"R",0,"R",0
197984,40,"R",28,"R",0,"R",4,"R",10,"R",2,"R",12,"R",0
197984,42,"R",28,"R",0,"R",4,"R",10,"R",2,"R",12,"R",0
197993, 0,"R",36,"R",4,"R",11,"R",17,"R",4,"R",0,"R",0
197993,10,"R",36,"R",4,"R",11,"R",17,"R",4,"R",0,"R",0
197993,20,"R",18,"R",4,"R",10,"R",3,"R",1,"R",0,"R",0
197993,30,"R",9,"R",0,"R",1,"R",7,"R",1,"R",0,"R",0
197993,40,"R",9,"R",0,"R",0,"R",7,"R",2,"R",0,"R",0
197993,42,"R",9,"R",0,"R",0,"R",7,"R",2,"R",0,"R",0
198011, 0,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
198011,10,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
198011,40,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
198011,42,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
198039, 0,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73
198039,10,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73
198039,40,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73
198039,42,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73
198066, 0,"R",50,"R",8,"R",18,"R",24,"R",0,"R",0,"R",0
198066,10,"R",50,"R",8,"R",18,"R",24,"R",0,"R",0,"R",0
198066,20,"R",23,"R",8,"R",15,"R",0,"R",0,"R",0,"R",0
198066,30,"R",20,"R",0,"R",0,"R",20,"R",0,"R",0,"R",0
198066,40,"R",7,"R",0,"R",3,"R",4,"R",0,"R",0,"R",0
198066,42,"R",7,"R",0,"R",3,"R",4,"R",0,"R",0,"R",0
198084, 0,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50
198084,10,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50
198084,40,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50
198084,42,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49
198084,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
198109, 0,"R",29,"R",0,"R",9,"R",9,"R",10,"R",0,"R",1
198109,10,"R",29,"R",0,"R",9,"R",9,"R",10,"R",0,"R",1
198109,40,"R",29,"R",0,"R",9,"R",9,"R",10,"R",0,"R",1
198109,41,"R",29,"R",0,"R",9,"R",9,"R",10,"R",0,"R",1
198109,45,"R",29,"R",0,"R",9,"R",9,"R",10,"R",0,"R",1
198118, 0,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
198118,10,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
198118,40,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
198118,42,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
198136, 0,"R",268,"R",36,"R",107,"R",91,"R",26,"R",1,"R",7
198136,10,"R",265,"R",36,"R",107,"R",91,"R",26,"R",1,"R",4
198136,20,"R",56,"R",26,"R",30,"R",0,"R",0,"R",0,"R",0
198136,30,"R",174,"R",9,"R",77,"R",75,"R",11,"R",0,"R",2
198136,40,"R",35,"R",1,"R",0,"R",16,"R",15,"R",1,"R",2
198136,42,"R",34,"R",1,"R",0,"R",16,"R",14,"R",1,"R",2
198136,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
198136,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
198154, 0,"R",268,"R",0,"R",0,"R",0,"R",0,"R",0,"R",268
198154,10,"R",268,"R",0,"R",0,"R",0,"R",0,"R",0,"R",268
198154,40,"R",268,"R",0,"R",0,"R",0,"R",0,"R",0,"R",268
198154,42,"R",268,"R",0,"R",0,"R",0,"R",0,"R",0,"R",268
198206, 0,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
198206,10,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
198206,40,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
198206,42,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
198215, 0,"R",84,"R",17,"R",19,"R",44,"R",3,"R",0,"R",1
198215,10,"R",83,"R",17,"R",19,"R",44,"R",3,"R",0,"R",0
198215,20,"R",34,"R",17,"R",13,"R",4,"R",0,"R",0,"R",0
198215,30,"R",31,"R",0,"R",6,"R",25,"R",0,"R",0,"R",0
198215,40,"R",18,"R",0,"R",0,"R",15,"R",3,"R",0,"R",0
198215,41,"R",5,"R",0,"R",0,"R",4,"R",1,"R",0,"R",0
198215,43,"R",13,"R",0,"R",0,"R",11,"R",2,"R",0,"R",0
